tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating 
Political Science,1452,University of Ottawa,Jean-Pierre,,Couture,514910,48,good,TEACHER,PROFESSOR,3.8
Political Science,1452,University of Ottawa,James,,Cox,1550792,7,poor,TEACHER,PROFESSOR,2.4
Law,1452,University of Ottawa,Aimee,,Craft,2505192,0,zero,TEACHER,PROFESSOR,N/A
History,1452,University of Ottawa,Béatrice,,Craig,39796,48,poor,TEACHER,PROFESSOR,2.3
Microbiology,1452,University of Ottawa,Angela,M,Crawley,1834913,4,good,TEACHER,PROFESSOR,4.8
Economics,1452,University of Ottawa,Jonathan,,Creacutechet,2669508,0,zero,TEACHER,PROFESSOR,N/A
Economics,1452,University of Ottawa,Jonathan,,Crechet,2691274,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1452,University of Ottawa,Erin,,Cressman,1561002,13,average,TEACHER,PROFESSOR,3.4
Physical Education,1452,University of Ottawa,Erin,,Cressman,1994912,1,good,TEACHER,PROFESSOR,4.5
Health & Physical Education,1452,University of Ottawa,Daniel,,Crete,2678163,4,poor,TEACHER,PROFESSOR,1.0
Marketing,1452,University of Ottawa,David,,Crick,2050257,17,good,TEACHER,PROFESSOR,4.3
Environmental Studies,1452,University of Ottawa,Eric,,Crighton,825462,42,good,TEACHER,PROFESSOR,4.0
Economics,1452,University of Ottawa,Elise,,Critoph,2409435,35,good,TEACHER,PROFESSOR,4.0
Communication,1452,University of Ottawa,Constance,,Crompton,2334275,6,good,TEACHER,PROFESSOR,4.3
Criminology,1452,University of Ottawa,Hayley,,Crooks,2650262,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Olivia,,Crossman,2386214,1,poor,TEACHER,PROFESSOR,2.0
History,1452,University of Ottawa,Jean-Philippe,,Croteau,1872534,0,zero,TEACHER,PROFESSOR,N/A
Social Work,1452,University of Ottawa,Karine,,Croteau,2227039,2,good,TEACHER,PROFESSOR,4.0
Administration,1452,University of Ottawa,Jorge Abraham,,Cruz Lopez,2384978,0,zero,TEACHER,PROFESSOR,N/A
Finance,1452,University of Ottawa,Jorge,,Cruz Lopez,2401035,1,poor,TEACHER,PROFESSOR,2.0
Health Science,1452,University of Ottawa,Diane,,Culver,1745901,10,poor,TEACHER,PROFESSOR,1.8
Earth  Environmental Sciences,1452,University of Ottawa,Donald,,Cummings,2129345,1,good,TEACHER,PROFESSOR,3.5
English,1452,University of Ottawa,Lidiane,,Cunha,2305983,6,poor,TEACHER,PROFESSOR,1.8
Mathematics,1452,University of Ottawa,Johannes,,Cuno,2177014,11,good,TEACHER,PROFESSOR,4.6
Administration,1452,University of Ottawa,Katie,,Curran,1979903,7,good,TEACHER,PROFESSOR,4.8
Law,1452,University of Ottawa,John,,Currie,27540,20,good,TEACHER,PROFESSOR,4.3
Music,1452,University of Ottawa,David,,Currie,58378,17,average,TEACHER,PROFESSOR,2.5
Science,1452,University of Ottawa,David,,Currie,161991,22,good,TEACHER,PROFESSOR,4.0
Modern Languages & Literatures,1452,University of Ottawa,Kara,,Cybanski,2718474,0,zero,TEACHER,PROFESSOR,N/A
Nursing,1452,University of Ottawa,Isabelle,,Cyr,1645935,0,zero,TEACHER,PROFESSOR,N/A
Translation,1452,University of Ottawa,Jessica,,Cyr,2115100,4,poor,TEACHER,PROFESSOR,1.6
Physics,1452,University of Ottawa,Andrzej,,Czajkowski,251170,415,average,TEACHER,PROFESSOR,3.3
Law,1452,University of Ottawa,Alicia,,Czarnowski,2742330,2,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Konrad,,Czechowski,2824820,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Catriona,,Czyrnyj,2556127,3,good,TEACHER,PROFESSOR,5.0
Microbiology,1452,University of Ottawa,Lisa,,D'Ambrosio,2270938,22,good,TEACHER,PROFESSOR,4.8
Engineering,1452,University of Ottawa,Claude,,D'Amours,15540,61,good,TEACHER,PROFESSOR,4.5
Engineering,1452,University of Ottawa,Patrick,,D'Aoust,2402178,0,zero,TEACHER,PROFESSOR,N/A
Communication,1452,University of Ottawa,Boulou,,D'Bberi,529547,31,poor,TEACHER,PROFESSOR,2.4
Anthropology,1452,University of Ottawa,Victor,,Da Rosa,1320855,3,good,TEACHER,PROFESSOR,3.5
Languages,1452,University of Ottawa,Carlos,,Da Silva,921747,3,good,TEACHER,PROFESSOR,4.3
Health Science,1452,University of Ottawa,Charles,,Daboné,2001588,29,poor,TEACHER,PROFESSOR,2.3
English,1452,University of Ottawa,Cyril,,Dabydeen,15585,89,poor,TEACHER,PROFESSOR,2.3
Biology,1452,University of Ottawa,Corrie,,daCosta,2138646,14,good,TEACHER,PROFESSOR,3.6
History,1452,University of Ottawa,Maxime,,Dagenais,1572336,8,good,TEACHER,PROFESSOR,4.2
Art History,1452,University of Ottawa,Francine,,Dagenais,955000,23,poor,TEACHER,PROFESSOR,1.9
Accounting,1452,University of Ottawa,Élie,A,Dagher,1971900,9,good,TEACHER,PROFESSOR,4.4
International Studies,1452,University of Ottawa,Ruby,,Dagher,1808082,35,good,TEACHER,PROFESSOR,3.9
Mathematics,1452,University of Ottawa,Daniel,,Daigle,23377,44,poor,TEACHER,PROFESSOR,2.3
Art,1452,University of Ottawa,Kitaoka,,Daiho,2196016,3,average,TEACHER,PROFESSOR,3.3
Law,1452,University of Ottawa,Anthony,,Daimsis,1253066,30,good,TEACHER,PROFESSOR,3.8
Engineering,1452,University of Ottawa,Hilmi,,Dajani,1122280,12,average,TEACHER,PROFESSOR,3.5
Communication,1452,University of Ottawa,Aliaa,,Dakroury,1225711,36,average,TEACHER,PROFESSOR,2.8
Criminology,1452,University of Ottawa,Aboubacar,,Dakuyo,2721700,2,average,TEACHER,PROFESSOR,3.0
Education,1452,University of Ottawa,Mélina,,Dalaire,2453589,1,good,TEACHER,PROFESSOR,5.0
Linguistics,1452,University of Ottawa,Myriam,,Dali,2322517,8,good,TEACHER,PROFESSOR,4.6
Physical Ed,1452,University of Ottawa,Christine,,Dallaire,14808,16,average,TEACHER,PROFESSOR,2.6
Mathematics,1452,University of Ottawa,Mark,,Dallas,1523721,34,average,TEACHER,PROFESSOR,2.5
Psychology,1452,University of Ottawa,Mark,,Dallas,1964002,10,average,TEACHER,PROFESSOR,2.8
Education,1452,University of Ottawa,Phyllis,,Dalley,2172983,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Paul,,Daly,1616262,4,poor,TEACHER,PROFESSOR,1.0
Mathematics,1452,University of Ottawa,Catherine,,Dalzell,1714142,8,poor,TEACHER,PROFESSOR,1.4
Business,1452,University of Ottawa,Margaret,,Dalziel,98725,13,average,TEACHER,PROFESSOR,3.2
Writing,1452,University of Ottawa,Catherine,,Danforth,808120,3,average,TEACHER,PROFESSOR,3.2
Communication,1452,University of Ottawa,Pascale,,Dangoisse,2432626,5,good,TEACHER,PROFESSOR,4.8
French,1452,University of Ottawa,Elodie,,Danielou,1858169,0,zero,TEACHER,PROFESSOR,N/A
English,1452,University of Ottawa,Rosemary,,Daniels,27779,67,good,TEACHER,PROFESSOR,4.1
Biology,1452,University of Ottawa,Dana,,Danielson,2227895,2,good,TEACHER,PROFESSOR,3.5
French,1452,University of Ottawa,Marie-Claude,,Dansereau,1733817,31,good,TEACHER,PROFESSOR,4.5
Psychology,1452,University of Ottawa,Jean-Philippe,,Daoust,459644,50,good,TEACHER,PROFESSOR,3.8
Philosophy,1452,University of Ottawa,Valérie,,Daoust,420886,73,good,TEACHER,PROFESSOR,3.7
Anthropology,1452,University of Ottawa,Victor,,Darosa,45461,14,good,TEACHER,PROFESSOR,4.9
Biology,1452,University of Ottawa,Charles-Antoine,,Darveau,1086656,17,good,TEACHER,PROFESSOR,4.5
Medicine,1452,University of Ottawa,Jean,,Dasilva,1543910,1,poor,TEACHER,PROFESSOR,2.0
Law,1452,University of Ottawa,Signa,,Daum Shanks,2756370,1,poor,TEACHER,PROFESSOR,1.0
Modern Languages & Literatures,1452,University of Ottawa,Violene,,Dauvois,2410567,3,good,TEACHER,PROFESSOR,4.0
Psychology,1452,University of Ottawa,Eileen,,Davelaar,45401,26,average,TEACHER,PROFESSOR,2.9
Social Sciences,1452,University of Ottawa,Robert,,David,1618433,9,good,TEACHER,PROFESSOR,4.3
Law,1452,University of Ottawa,Lawrence,,David,2486950,22,good,TEACHER,PROFESSOR,4.0
Law,1452,University of Ottawa,Lawerence,,David,2490228,0,zero,TEACHER,PROFESSOR,N/A
Criminology,1452,University of Ottawa,Jean-Denis,,David,2546155,0,zero,TEACHER,PROFESSOR,N/A
Communication,1452,University of Ottawa,Marie-Pierre,,David,2760979,1,good,TEACHER,PROFESSOR,5.0
Law,1452,University of Ottawa,Rene,,David-Cooper,2765603,0,zero,TEACHER,PROFESSOR,N/A
History,1452,University of Ottawa,Naomi,,Davidson,1253231,19,good,TEACHER,PROFESSOR,3.5
Psychology,1452,University of Ottawa,Patrick,,Davidson,1182723,28,average,TEACHER,PROFESSOR,2.8
Law,1452,University of Ottawa,Michael,,Davies,1870631,5,good,TEACHER,PROFESSOR,3.9
Languages,1452,University of Ottawa,José,Paredes,Davila,2305570,0,zero,TEACHER,PROFESSOR,N/A
History,1452,University of Ottawa,Donald,,Davis,12690,48,good,TEACHER,PROFESSOR,4.4
Geography,1452,University of Ottawa,Jackie,,Dawson,2561108,1,good,TEACHER,PROFESSOR,4.0
Economics,1452,University of Ottawa,Kathleen,,Day,264518,47,average,TEACHER,PROFESSOR,2.8
Business,1452,University of Ottawa,Stephen,,Daze,2029027,20,average,TEACHER,PROFESSOR,3.5
Communication,1452,University of Ottawa,Boulou,,De B'Béri,503648,23,average,TEACHER,PROFESSOR,3.1
Law,1452,University of Ottawa,Jeremy,,De Beer,955773,49,average,TEACHER,PROFESSOR,2.7
English,1452,University of Ottawa,Frans,,De Bruyn,350547,9,average,TEACHER,PROFESSOR,3.0
Languages,1452,University of Ottawa,Fernando,,De Diego,31657,12,average,TEACHER,PROFESSOR,2.8
Anthropology,1452,University of Ottawa,Astrid,,De Hontheim,1625518,3,good,TEACHER,PROFESSOR,3.7
Psychology,1452,University of Ottawa,Sara,,De La Salle,2446366,6,good,TEACHER,PROFESSOR,3.8
Psychology,1452,University of Ottawa,Patricia,Barra,de la Tremblaye,1930097,18,poor,TEACHER,PROFESSOR,1.1
Political Science,1452,University of Ottawa,Miguel,,De Larrinaga,103284,53,average,TEACHER,PROFESSOR,3.3
Languages,1452,University of Ottawa,Paolo,,De Lima,532108,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1452,University of Ottawa,Michael,,De Lisio,2208607,13,good,TEACHER,PROFESSOR,4.5
Computer & Informational Tech.,1452,University of Ottawa,Thiago,,de Oliveira,2460302,2,good,TEACHER,PROFESSOR,4.0
Economics,1452,University of Ottawa,Arnold,,De Silva,1082274,4,average,TEACHER,PROFESSOR,3.2
Health Science,1452,University of Ottawa,Michel,,Deacutesilets,2776895,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1452,University of Ottawa,Rebecca,,deBoer,1996121,3,poor,TEACHER,PROFESSOR,2.3
Law,1452,University of Ottawa,Anne-Francoise,,Debruche,1405130,24,average,TEACHER,PROFESSOR,2.6
Religion,1452,University of Ottawa,Theodore,,Debruyn,833085,27,average,TEACHER,PROFESSOR,3.0
Translation,1452,University of Ottawa,Maryam,Mohammadi,Dehcheshmeh,2358067,2,good,TEACHER,PROFESSOR,3.5
Criminology,1452,University of Ottawa,Wade,,Deisman,27610,101,good,TEACHER,PROFESSOR,3.9
Criminology,1452,University of Ottawa,Erin,,Dej,1559422,20,average,TEACHER,PROFESSOR,3.0
Philosophy,1452,University of Ottawa,Joseph,,DeKoninck,1144022,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1452,University of Ottawa,Celine,,Delacroix,2464168,3,average,TEACHER,PROFESSOR,3.3
Engineering,1452,University of Ottawa,Robert,,Delatolla,1468896,18,good,TEACHER,PROFESSOR,4.2
Business,1452,University of Ottawa,David,,Delcorde,313592,111,average,TEACHER,PROFESSOR,3.2
Biology,1452,University of Ottawa,Matthieu,,Delcourt,1651864,50,average,TEACHER,PROFESSOR,3.4
Criminology,1452,University of Ottawa,Claire,,Delisle,1034199,55,poor,TEACHER,PROFESSOR,2.3
French,1452,University of Ottawa,Julie,,Delorme,1660850,68,average,TEACHER,PROFESSOR,2.8
Sociology,1452,University of Ottawa,Jean-Christophe,,Demers,1857165,34,good,TEACHER,PROFESSOR,3.6
Engineering,1452,University of Ottawa,Jason,,Demers,2347056,3,good,TEACHER,PROFESSOR,5.0
Social Sciences,1452,University of Ottawa,Meseret,,Demissie,1708304,51,poor,TEACHER,PROFESSOR,1.9
Economics,1452,University of Ottawa,Zechuan,,Deng,2696344,2,good,TEACHER,PROFESSOR,5.0
Marketing,1452,University of Ottawa,Carl,,Denis,1861540,2,good,TEACHER,PROFESSOR,3.5
Political Science,1452,University of Ottawa,Claude,,Denis,950987,20,average,TEACHER,PROFESSOR,3.0
English,1452,University of Ottawa,Ian,,Dennis,83412,59,average,TEACHER,PROFESSOR,3.2
Health Science,1452,University of Ottawa,Raywat,,Deonandan,1077502,43,good,TEACHER,PROFESSOR,4.7
Law,1452,University of Ottawa,Herve,,Depow,1879839,2,good,TEACHER,PROFESSOR,5.0
Economics,1452,University of Ottawa,Catherine,,Deri,563558,10,good,TEACHER,PROFESSOR,3.6
Music,1452,University of Ottawa,Andrew,,Deruchie,1411554,3,good,TEACHER,PROFESSOR,4.2
Law,1452,University of Ottawa,Nathalie,,Des Rosiers,1792232,2,poor,TEACHER,PROFESSOR,2.0
Women's Studies,1452,University of Ottawa,Tina,,Desabrais,1422130,1,good,TEACHER,PROFESSOR,4.0
English,1452,University of Ottawa,Albert,,Desalvo,740927,6,average,TEACHER,PROFESSOR,2.9
Canadian Studies,1452,University of Ottawa,Gervais,,Deschenes,2136907,3,average,TEACHER,PROFESSOR,3.4
Physics,1452,University of Ottawa,Serge,,Desgreniers,235854,14,good,TEACHER,PROFESSOR,3.6
Health Science,1452,University of Ottawa,Michel,,Desilets,87033,164,good,TEACHER,PROFESSOR,4.5
Education,1452,University of Ottawa,Christina,,Desimone,1463882,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Julie,,Desjardins,1599400,22,good,TEACHER,PROFESSOR,4.6
Translation,1452,University of Ottawa,Renee,,Desjardins,1833962,5,good,TEACHER,PROFESSOR,4.9
Health Science,1452,University of Ottawa,Marc,,Desjardins,1380318,29,good,TEACHER,PROFESSOR,4.5
Mathematics,1452,University of Ottawa,Steven (Steve),Joseph,Desjardins,2600352,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Steve,,Desjardins,14890,268,good,TEACHER,PROFESSOR,4.5
Social Work,1452,University of Ottawa,Jean-Martin,,Deslauriers,2759550,1,poor,TEACHER,PROFESSOR,2.0
Music,1452,University of Ottawa,Jean,,Desmarais,429885,7,good,TEACHER,PROFESSOR,4.3
Philosophy,1452,University of Ottawa,Nigel,,DeSouza,1719332,33,good,TEACHER,PROFESSOR,4.1
Psychology,1452,University of Ottawa,Alain,,Desrochers,1784913,5,good,TEACHER,PROFESSOR,3.7
International Studies,1452,University of Ottawa,Marie Eve,,Desrosiers,1780756,20,good,TEACHER,PROFESSOR,3.8
History,1452,University of Ottawa,Godfroy,,Desrosiers-Lauzon,978534,5,good,TEACHER,PROFESSOR,3.6
Health Science,1452,University of Ottawa,Rodrigue,,Deuboue Tchialeu,2409966,34,poor,TEACHER,PROFESSOR,1.7
Political Science,1452,University of Ottawa,Pascale,,Devette,2335690,4,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Lucile,,Devin,2320932,6,poor,TEACHER,PROFESSOR,2.0
Economics,1452,University of Ottawa,Anne,,Devlin,443370,8,average,TEACHER,PROFESSOR,2.9
Economics,1452,University of Ottawa,Rose Anne,,Devlin,575219,47,poor,TEACHER,PROFESSOR,1.9
Mathematics,1452,University of Ottawa,Rostislav,,Devyatov,2178151,10,good,TEACHER,PROFESSOR,3.6
English,1452,University of Ottawa,Angela,,Deziel,570833,34,good,TEACHER,PROFESSOR,4.1
Engineering,1452,University of Ottawa,Balbir,,Dhillon,1283978,7,good,TEACHER,PROFESSOR,4.5
Health Science,1452,University of Ottawa,Sanou,,Dia,1550910,5,average,TEACHER,PROFESSOR,3.4
Sociology,1452,University of Ottawa,Hassan,,Diab,1196581,2,poor,TEACHER,PROFESSOR,2.0
Social Sciences,1452,University of Ottawa,Mountaga,,Diagne,1752863,13,good,TEACHER,PROFESSOR,4.0
Political Science,1452,University of Ottawa,Cisseacute,,Diana,2764367,0,zero,TEACHER,PROFESSOR,N/A
Arabic Studies,1452,University of Ottawa,Kamal,,Dib,1878582,40,good,TEACHER,PROFESSOR,4.3
Physics,1452,University of Ottawa,Robert,,Dick,1217221,2,poor,TEACHER,PROFESSOR,1.0
Law,1452,University of Ottawa,Martin,,Diegel,1174596,0,zero,TEACHER,PROFESSOR,N/A
Geology,1452,University of Ottawa,David,,Diekrup,2594451,12,good,TEACHER,PROFESSOR,4.5
Economics,1452,University of Ottawa,Alan,,Diener,869485,2,good,TEACHER,PROFESSOR,3.5
Social Sciences,1452,University of Ottawa,Moda,,Dieng,2156844,3,average,TEACHER,PROFESSOR,2.7
Linguistics,1452,University of Ottawa,Salvatore,,Digesto,2405322,2,good,TEACHER,PROFESSOR,3.5
Linguistics,1452,University of Ottawa,Salvio,,Digesto,2626833,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1452,University of Ottawa,Gordon,,Digiacomo,1017713,29,poor,TEACHER,PROFESSOR,2.0
Environmental Studies,1452,University of Ottawa,Celeste,,Digiovanni,2770614,0,zero,TEACHER,PROFESSOR,N/A
Classics,1452,University of Ottawa,Jitse,,Dijkstra,729019,32,good,TEACHER,PROFESSOR,3.5
Engineering,1452,University of Ottawa,Rozalina,,Dimitrova,2045440,18,good,TEACHER,PROFESSOR,4.2
Medicine,1452,University of Ottawa,Ken,,Dimock,343937,3,good,TEACHER,PROFESSOR,4.8
Administration,1452,University of Ottawa,Jennifer,,Dimoff,2545089,27,good,TEACHER,PROFESSOR,4.4
Music,1452,University of Ottawa,Murray,,Dineen,59626,19,good,TEACHER,PROFESSOR,3.7
Accounting,1452,University of Ottawa,Shujun,,Ding,1652030,37,good,TEACHER,PROFESSOR,4.4
Health,1452,University of Ottawa,Ngoc-Thy,,Dinh,1474429,14,good,TEACHER,PROFESSOR,3.6
Chemistry,1452,University of Ottawa,Isabelle,,Dion,1830850,22,good,TEACHER,PROFESSOR,4.7
Mathematics,1452,University of Ottawa,Benoit,,Dionne,67957,61,poor,TEACHER,PROFESSOR,2.4
Gender Studies,1452,University of Ottawa,Émilie,,Dionne,2103086,11,poor,TEACHER,PROFESSOR,1.5
Education,1452,University of Ottawa,Liliane,,Dionne,2570523,2,average,TEACHER,PROFESSOR,3.0
Health & Physical Education,1452,University of Ottawa,Eliane,,Dionne,2662267,1,good,TEACHER,PROFESSOR,5.0
Finance,1452,University of Ottawa,Francois,,Dionne,447759,15,average,TEACHER,PROFESSOR,3.3
Education,1452,University of Ottawa,Eric,,Dionne,2672739,1,poor,TEACHER,PROFESSOR,1.0
Business,1452,University of Ottawa,Assane,,Diop,2679725,11,poor,TEACHER,PROFESSOR,1.9
Criminology,1452,University of Ottawa,Michele,,Diotte,2586719,1,good,TEACHER,PROFESSOR,5.0
Economics,1452,University of Ottawa,Yazid,,Dissou,697812,13,average,TEACHER,PROFESSOR,2.9
Economics,1452,University of Ottawa,Jay,,Dixon,937397,3,average,TEACHER,PROFESSOR,3.3
Management,1452,University of Ottawa,David,,Djadjaglo,2099941,1,poor,TEACHER,PROFESSOR,2.0
Business,1452,University of Ottawa,Nadir,,Djerboua,2350991,17,average,TEACHER,PROFESSOR,2.9
Health Science,1452,University of Ottawa,Sihem,,Djoudi,1286554,19,average,TEACHER,PROFESSOR,2.8
Economics,1452,University of Ottawa,Oloufade,,Djoulassi,1778654,8,average,TEACHER,PROFESSOR,3.4
Law,1452,University of Ottawa,B. Courtney,,Doagoo,2208788,1,poor,TEACHER,PROFESSOR,1.0
Law,1452,University of Ottawa,Adam,,Dodek,1252453,18,good,TEACHER,PROFESSOR,4.3
Finance,1452,University of Ottawa,Anna,,Dodonova,352893,55,poor,TEACHER,PROFESSOR,2.4
Not Specified,1452,University of Ottawa,Jane,,Doe,1833919,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1452,University of Ottawa,Michel,,Doiron,816966,86,average,TEACHER,PROFESSOR,2.8
Italian,1452,University of Ottawa,Lucia,,Dolcetti,1529495,2,poor,TEACHER,PROFESSOR,2.2
Engineering,1452,University of Ottawa,Holly,,Dole,2101360,10,average,TEACHER,PROFESSOR,2.6
Electrical Engineering  Computer Science,1452,University of Ottawa,Ksenia,,Dolgaleva,2107936,8,good,TEACHER,PROFESSOR,3.7
Business,1452,University of Ottawa,David,,Doloreux,1129705,17,average,TEACHER,PROFESSOR,3.0
Nursing,1452,University of Ottawa,Jean-Laurent,,Domingue,2661207,3,good,TEACHER,PROFESSOR,4.7
Criminology,1452,University of Ottawa,Pascal,,Dominique-Legault,1682414,1,average,TEACHER,PROFESSOR,2.5
Engineering,1452,University of Ottawa,Adam,,Donaldson,1512858,1,good,TEACHER,PROFESSOR,5.0
Social Sciences,1452,University of Ottawa,Veika,,Donatien,2552405,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1452,University of Ottawa,Valery,,Dongmo Jiongo,2559384,2,average,TEACHER,PROFESSOR,3.0
Administration,1452,University of Ottawa,Magda,,Donia,2704472,0,zero,TEACHER,PROFESSOR,N/A
Business,1452,University of Ottawa,Magda,,Donia,1674402,30,average,TEACHER,PROFESSOR,3.0
Geography,1452,University of Ottawa,H,,Donohoe,981936,10,good,TEACHER,PROFESSOR,4.7
Psychology,1452,University of Ottawa,John,,Donohue,1325422,29,average,TEACHER,PROFESSOR,3.0
Languages,1452,University of Ottawa,Andrew,,Donskov,23635,8,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Fabrizio,,Donzelli,1838182,37,good,TEACHER,PROFESSOR,3.5
History,1452,University of Ottawa,Francois,,Dorais,2281771,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1452,University of Ottawa,Marie-Christine,,Doran,1591958,31,good,TEACHER,PROFESSOR,4.4
Administration,1452,University of Ottawa,Julien,,Doris,2657203,5,good,TEACHER,PROFESSOR,4.4
Chemistry,1452,University of Ottawa,Mark,,Dornan,2022956,12,average,TEACHER,PROFESSOR,3.4
Criminal Justice,1452,University of Ottawa,Daniel,,Dos Santos,73271,12,average,TEACHER,PROFESSOR,3.4
Theater,1452,University of Ottawa,Liviu,,Dospinescu,968263,2,average,TEACHER,PROFESSOR,3.0
